t,psi_truth,psi_recovered
6024.0,0.31623435838363,0.022694385607177348
6036.0,0.31850752897951307,0.02276905513475439
6048.0,0.3207734741948082,0.0228438978372379
6060.0,0.32303180853307095,0.022918912714169445
6072.0,0.32528214545283013,0.022994098746041004
6084.0,0.3275240974742084,0.02306945489429079
6096.0,0.3297572762866346,0.02314498010130083
6108.0,0.3319812928576095,0.023220673290401693
6120.0,0.33419575754248254,0.02329653336587821
6132.0,0.3364002801951991,0.02337255921298198
6144.0,0.3385944702799746,0.023448749697944395
6156.0,0.34077793698385384,0.02352510366799651
6168.0,0.34295028933011024,0.02360161995139263
6180.0,0.34511113629244106,0.02367829735743609
6192.0,0.34726008690991295,0.023755134676512933
6204.0,0.34939675040261203,0.023832130680126268
6216.0,0.35152073628795155,0.02390928412093627
6228.0,0.3536316544975898,0.023986593732805025
6240.0,0.3557291154949111,0.024064058230845203
6252.0,0.35781273039301953,0.02414167631147398
6264.0,0.35988211107319845,0.024219446652469424
6276.0,0.3619368703037853,0.024297367913033538
6288.0,0.3639766218594107,0.024375438733859375
6300.0,0.36600098064055325,0.02445365773720154
6312.0,0.3680095627933563,0.02453202352695337
6324.0,0.3700019858296583,0.024610534688726128
6336.0,0.3719778687471826,0.024689189789936075
6348.0,0.3739368321498343,0.02476798737989315
6360.0,0.37587849836805454,0.024846925989897302
6372.0,0.37780249157917484,0.02492600413333683
6384.0,0.3797084379277224,0.02500522030579381
6396.0,0.38159596564562076,0.025084572985153167
6408.0,0.383464705172232,0.025164060631717187
6420.0,0.3853142892741885,0.02524368168832502
6432.0,0.387144353164958,0.025323434580476173
6444.0,0.3889545346240894,0.025403317716459897
6456.0,0.3907444741160847,0.02548332948748991
6468.0,0.39251381490884235,0.025563468267842927
6480.0,0.3942622031916179,0.025643732415003086
6492.0,0.3959892881924482,0.025724120269810937
6504.0,0.39769472229498376,0.025804630156618463
6516.0,0.39937816115467645,0.025885260383447344
6528.0,0.4010392638142665,0.02596600924215473
6540.0,0.4026776928185169,0.026046875008601526
6552.0,0.4042931143281395,0.026127855942827648
6564.0,0.4058851982328603,0.02620895028923264
6576.0,0.40745361826357024,0.026290156276758965
6588.0,0.4089980521035077,0.026371472119083528
6600.0,0.41051818149842084,0.02645289601481214
6612.0,0.41201369236565594,0.026534426147679376
6624.0,0.4134842749021207,0.026616060686755785
6636.0,0.41492962369106995,0.026697797786655673
6648.0,0.4163494378076622,0.026779635587755236
6660.0,0.41774342092323735,0.02686157221641272
6672.0,0.41911128140826237,0.02694360578519313
6684.0,0.42045273243389797,0.027025734393100395
6696.0,0.4217674920721352,0.027107956125813324
6708.0,0.4230552833944527,0.02719026905592584
6720.0,0.4243158345689477,0.027272671243193356
6732.0,0.42554887895589194,0.027355160734784636
6744.0,0.4267541552016661,0.02743773556553644
6756.0,0.42793140733102614,0.02752039375821603
6768.0,0.4290803848376564,0.02760313332378561
6780.0,0.43020084277296433,0.027685952261674775
6792.0,0.4312925418330724,0.027768848560055084
6804.0,0.4323552484439652,0.027851820196119766
6816.0,0.433388734844748,0.027934865136370966
6828.0,0.4343927791689758,0.028017981336908485
6840.0,0.4353671655240124,0.02810116674372429
6852.0,0.43631168406837983,0.028184419293003322
6864.0,0.43722613108705854,0.028267736911424788
6876.0,0.43811030906470133,0.028351117516473467
6888.0,0.4389640267567242,0.02843455901675084
6900.0,0.43978709925823783,0.02851805931229286
6912.0,0.44057934807078525,0.028601616294892194
6924.0,0.4413406011668515,0.02868522784842318
6936.0,0.44207069305211366,0.02876889184917407
6948.0,0.44276946482539886,0.028852606166178456
6960.0,0.44343676423631967,0.028936368661557185
6972.0,0.4440724457405588,0.029020177190857956
6984.0,0.4446763705527734,0.02910402960340481
6996.0,0.44524840669709337,0.029187923742644853
7008.0,0.4457884290551876,0.02927185744650538
7020.0,0.446296319411873,0.02935582854775106
7032.0,0.44677196649824397,0.029439834874344418
7044.0,0.4472152660322997,0.029523874249811618
7056.0,0.4476261207570486,0.029607944493611135
7068.0,0.4480044404760706,0.029692043421503913
7080.0,0.4483501420865191,0.02977616884593045
7092.0,0.44866314960954506,0.02986031857638739
7104.0,0.44894339421812873,0.029944490419808786
